,index,comb_id,req1,req2,BinaryClass,MultiClass,PredictedLabel,Predict_Proba_Class_0,Predict_Proba_Class_1
162,11,18887.0,operation of the train trip shall be indicated on the dmi,on demand the position of the front end of the train at the time of the demand shall be indicated on the dmi this shall be possible while the train is moving or stationary,1,2.0,1,0.13,0.87
163,283,18182.0,when the train passes the stop signal the train trip function shall be suppressed,on demand the position of the front end of the train at the time of the demand shall be indicated on the dmi this shall be possible while the train is moving or stationary,0,0.0,0,0.91,0.09
164,16,19175.0,the etcs on-board shall be capable of receiving information about pantograph and power supply from the trackside,the etcs on-board shall be capable of receiving information regarding air tightness from the trackside,1,2.0,1,0.04,0.96
165,1,14651.0,when changing to a lower speed level the front end of the train shall respect the dynamic train speed profile,when changing to a higher speed level the rear end of the train shall respect the static train speed profile,1,2.0,1,0.21,0.79
166,333,19184.0,the etcs on-board shall be capable of receiving information about pantograph and power supply from the trackside,the etcs on-board shall be capable of sending to the trackside train integrity information detected by a system outside etcs,1,3.0,1,0.09,0.91
167,247,13828.0,the target distance shall not be shown on the dmi unless selected by the driver,the release speed shall be indicated on the dmi,1,2.0,1,0.08,0.92
168,361,19277.0,the etcs on-board shall be capable of receiving information regarding air tightness from the trackside,the following train data shall be sent from the on board to the trackside,1,2.0,1,0.18,0.82
169,257,15751.0,on lines fitted with rbc the etcs trainborne equipment shall be able to transmit the location of the entire train to the rbc,on demand the position of the front end of the train at the time of the demand shall be indicated on the dmi this shall be possible while the train is moving or stationary,0,0.0,0,0.92,0.08
170,157,15662.0,the etcs trainborne equipment shall be able to determine the location of the entire train,on demand the position of the front end of the train at the time of the demand shall be indicated on the dmi this shall be possible while the train is moving or stationary,1,3.0,0,0.72,0.28
171,72,18270.0,a special indication shall be shown on the dmi,the supervised speed shall not be shown on the dmi,0,0.0,0,0.6,0.4
172,126,15913.0,actual speed shall be indicated on the dmi,the emergency stop shall be indicated to the driver on the dmi,1,2.0,1,0.02,0.98
173,139,15328.0,the release speed shall be indicated on the dmi,the occurrence of a failure shall be displayed on the dmi,1,2.0,1,0.02,0.98
174,344,13128.0,the target distance to be displayed on the dmi shall be based on the most restrictive braking curve,the following train data shall be sent from the on board to the trackside,0,0.0,0,0.97,0.03
175,147,5340.0,the driver shall be able to select train data entry on the dmi,stored train data shall be offered to the driver to be confirmed when data entry starts,1,3.0,1,0.39,0.61
176,196,7924.0,permission received shall be indicated to the driver,the supervised shunting speed shall be indicated to the driver on request,1,2.0,1,0.3,0.7
177,134,18714.0,route unsuitability shall be indicated on the dmi,operation of the train trip shall be indicated on the dmi,1,2.0,1,0.01,0.99
178,293,15330.0,if the release speed is calculated on board it shall ensure that the train will stop before reaching the danger point,"when the train is stationary or after a certain time (eg the time for ""route releasing"" of the overlap the release speed calculation shall be based on the distance to the danger point (if calculated on-board) the condition for this change shall be defined for each target as infrastructure data",1,3.0,0,0.93,0.07
179,335,13112.0,the target distance to be displayed on the dmi shall be based on the most restrictive braking curve,on demand the position of the front end of the train at the time of the demand shall be indicated on the dmi this shall be possible while the train is moving or stationary,0,0.0,0,0.93,0.07
180,354,7917.0,to prevent unauthorised use of the function permission shall be obtained from the rbc if the train is operating under the control of the rbc,if there are failures of the trainborne equipment which compromise the safety of train supervision the etcs trainborne equipment shall immediately command the brake and bring the train to a stop,0,0.0,0,0.96,0.04
181,185,5995.0,the driver shall be able to consult train data when the train is stationary or moving,the driver shall be able to use the reversing function without needing to re-confirm the train data,0,0.0,0,0.71,0.29
182,353,14010.0,on request of the rbc the driver shall have the possibility to confirm that the track ahead of him until the end of the on sight section is clear,the driver shall be able to confirm the train integrity to the rbc manually the confirmation requires the train to be stationary,1,2.0,1,0.26,0.74
183,153,15496.0,"when the train is stationary or after a certain time (eg the time for ""route releasing"" of the overlap the release speed calculation shall be based on the distance to the danger point (if calculated on-board) the condition for this change shall be defined for each target as infrastructure data",the on board shall be capable of sending train data to the trackside after confirmation by the driver or when entering the rbc area,0,0.0,0,0.92,0.08
184,368,3230.0,if an etcs equipped train passes a level transition to a line fitted with more than one level the onboard shall switch to the highest level according to the priority given by trackside for which it is equipped,if an etcs equipped train passes a level transition to one or more levels for which it is not equipped etcs shall initiate a brake application,1,1.0,1,0.06,0.94
185,291,15276.0,the release speed shall be indicated on the dmi,a special indication shall be shown on the dmi,1,2.0,1,0.11,0.89
186,351,5389.0,the driver shall be able to select train data entry on the dmi,the target distance to be displayed on the dmi shall be based on the most restrictive braking curve,0,0.0,0,0.96,0.04
187,127,18621.0,the emergency stop shall be indicated to the driver on the dmi,route unsuitability shall be indicated on the dmi,1,2.0,1,0.04,0.96
188,363,12320.0,it shall be possible to send information on adhesion conditions from trackside,it shall also be possible to allow the driver to change the adhesion conditions; in this case information from trackside has priority,1,3.0,1,0.12,0.88
189,75,1511.0,the current application level shall be indicated on the dmi,route unsuitability shall be indicated on the dmi,1,2.0,1,0.0,1.0
190,155,15782.0,on lines fitted with rbc the etcs trainborne equipment shall be able to transmit the location of the entire train to the rbc,if there are failures of the trainborne equipment which compromise the safety of train supervision the etcs trainborne equipment shall immediately command the brake and bring the train to a stop,0,0.0,0,0.81,0.19
191,329,6505.0,the entry of driver identification and the selection of the language shall be possible,to prevent unauthorised use of the function permission shall be obtained from the rbc if the train is operating under the control of the rbc,0,0.0,0,0.93,0.07
192,399,7827.0,to prevent unauthorised use of the function permission shall be obtained from the rbc if the train is operating under the control of the rbc,"when the train is stationary or after a certain time (eg the time for ""route releasing"" of the overlap the release speed calculation shall be based on the distance to the danger point (if calculated on-board) the condition for this change shall be defined for each target as infrastructure data",0,0.0,0,0.99,0.01
193,192,10088.0,this ceiling speed shall not be shown continually on the dmi but may be shown momentarily when selected by the driver,information shall be shown on the dmi,1,3.0,1,0.14,0.86
194,309,5119.0,the dmi shall indicate the result of the self-test,the emergency stop shall be indicated to the driver on the dmi,1,2.0,1,0.14,0.86
195,200,15885.0,actual speed shall be indicated on the dmi,the roll away/reverse movement intervention shall be indicated on the dmi,1,2.0,1,0.04,0.96
196,187,5467.0,the driver shall be able to select train data entry on the dmi,after the acknowledgement the driver shall be able to continue the movement,0,0.0,0,0.92,0.08
197,393,16581.0,if the train or the shunting movement exceeds the permitted ceiling speed by a certain harmonised margin the trainborne equipment shall execute a brake intervention until the actual speed does not exceed permitted speed; then the driver shall be able to release the brake,when the traction unit is stationary the driver shall be required to acknowledge the train trip condition this acknowledgement will release the emergency brake,1,1.0,0,0.7,0.3
198,74,1468.0,the current application level shall be indicated on the dmi,actual speed shall be indicated on the dmi,1,2.0,1,0.01,0.99
199,328,15468.0,"when the train is stationary or after a certain time (eg the time for ""route releasing"" of the overlap the release speed calculation shall be based on the distance to the danger point (if calculated on-board) the condition for this change shall be defined for each target as infrastructure data",the emergency stop shall be indicated to the driver on the dmi,0,0.0,0,0.97,0.03
200,83,13876.0,the target distance shall not be shown on the dmi unless selected by the driver,the emergency stop shall be indicated to the driver on the dmi,1,2.0,1,0.27,0.73
201,130,16953.0,the roll away/reverse movement intervention shall be indicated on the dmi,the emergency stop shall be indicated to the driver on the dmi,1,2.0,1,0.02,0.98
202,314,13838.0,the target distance shall not be shown on the dmi unless selected by the driver,the driver shall know the distance to the next point defining the indicated braking curve and the permitted speed allowed this shall be shown to the driver in a way that is understandable and logical,0,0.0,0,0.82,0.18
203,321,15738.0,on lines fitted with rbc the etcs trainborne equipment shall be able to transmit the location of the entire train to the rbc,the emergency stop shall be indicated to the driver on the dmi,0,0.0,0,0.95,0.05
204,12,1376.0,the current application level shall be indicated on the dmi,the current operational status shall be indicated to the driver on the dmi,1,2.0,1,0.02,0.98
205,94,13144.0,the target distance to be displayed on the dmi shall be based on the most restrictive braking curve,the occurrence of a failure shall be displayed on the dmi,0,0.0,0,0.9,0.1
206,144,8770.0,the supervised shunting speed shall be indicated to the driver on request,the supervised speed shall not be shown on the dmi,1,2.0,1,0.18,0.82
