class,,req1,req1_id,req2,req2_id,similarity,cosine,CORLEY&MIHALCEA-NA-par,BinaryClass,Multiclass
942,942,"the following definitions shall apply for the etcs application levels:
	",3.2.1.3a,"when a train has received an emergency stop etcs shall command the emergency brake.
",4.6.4.7,0,0.183201317,NaN,,
946,946,"the following definitions shall apply for the etcs application levels:
	",3.2.1.3a,"the driver shall be able to override the function when the train is stationary.
",4.6.4.2,0,0.295757658,NaN,,
949,949,"the following definitions shall apply for the etcs application levels:
	",3.2.1.3a,"operation of the train trip shall be indicated on the dmi.
",4.6.12.2,0,0.252648244,NaN,,
953,953,"the following definitions shall apply for the etcs application levels:
	",3.2.1.3a,"after the acknowledgement the train shall be able to be driven backwards for a certain distance defined by national value
",4.6.12.5b,0,0.225718134,NaN,,
954,954,"the following definitions shall apply for the etcs application levels:
	",3.2.1.3a,"the etcs trainborne equipment shall transmit its own train identification to the rbc.
",4.7.1.1,0,0.291219419,NaN,,
956,956,"the following definitions shall apply for the etcs application levels:
	",3.2.1.3a,"on demand, the position of the front end of the train at the time of the demand shall be indicated on the dmi. this shall be possible while the train is moving or stationary.
",4.7.3.2,0,0.323363209,NaN,,
958,958,"the following definitions shall apply for the etcs application levels:
	",3.2.1.3a,"the etcs trainborne equipment shall indicate on the dmi the information regarding pantograph and power supply.
",4.8.1.5a,0,0.330965375,NaN,,
959,959,"the following definitions shall apply for the etcs application levels:
	",3.2.1.3a,"the information regarding lowering and raising of the pantograph and opening/closing of the circuit breaker shall be provided separately and in combinations.
",4.8.1.6,0,0.202714762,NaN,,
960,960,"the following definitions shall apply for the etcs application levels:
	",3.2.1.3a,"the etcs on-board shall be capable of receiving information regarding air tightness from the trackside.
",4.8.2.1,0,0.260555671,NaN,,
963,963,"the following definitions shall apply for the etcs application levels:
	",3.2.1.3a,"the onboard equipment shall display plain text messages as received.
",4.8.8.5,0,0.163864368,NaN,,
967,967,"the following definitions shall apply for the etcs application levels:
	",3.2.1.3a,"it shall be possible to send information regarding the inhibition of the following different types of brake:
",4.8.10.1,0,0.237903095,NaN,,
969,969,"the following definitions shall apply for the etcs application levels:
	",3.2.1.3a,"the etcs on-board shall be capable of sending to the trackside train integrity information detected by a system outside etcs
",4.9.5.1,0,0.266558435,NaN,,
970,970,"the following definitions shall apply for the etcs application levels:
	",3.2.1.3a,"the driver shall be able to confirm the train integrity to the rbc manually. the confirmation requires the train to be stationary.
",4.9.5.4,0,0.288233178,NaN,,
972,972,"the following definitions shall apply for the etcs application levels:
	",3.2.1.3a,"
	the following train data shall be sent from the on board to the trackside:
	",4.9.9.2,0,0.352952618,NaN,,
976,976,"the following definitions shall apply for the etcs application levels:
	",3.2.1.3a,"if a train cannot stop at the proposed new target location it shall reject the request and keep the old target location.
",4.9.10.4,0,0.22484132,NaN,,
977,977,"the following definitions shall apply for the etcs application levels:
	",3.2.1.3a,"the reversing function shall only be possible in one active cab which is not closed at any time during the procedure.
",4.9.10.1,0,0.180945692,NaN,,
981,981,"the following definitions shall apply for the etcs application levels:
	",3.2.1.3a,"the distance supervised can be extended from the trackside.
",4.9.10.7,0,0.212889951,NaN,,
984,984,"the following definitions shall apply for the etcs application levels:
	",3.2.1.3a,"if the train is equipped with two operational radios there shall be no performance penalty as a result of a transition from one rbc to another (train spacing and train speed).
",4.9.12.2,0,0.084350502,NaN,,
985,985,"the following definitions shall apply for the etcs application levels:
	",3.2.1.3a,"if the train is equipped with only one operational radio, passing from one rbc to another shall still be possible but might result in a performance penalty.
",4.9.12.3,0,0.094650864,NaN,,
987,987,"the following definitions shall apply for the etcs application levels:
	",3.2.1.3a,"if there are failures of the trainborne equipment which compromise the safety of train supervision, the etcs trainborne equipment shall immediately command the brake and bring the train to a stop.
",5.2.1.1,0,0.302354694,NaN,,
989,989,"the following definitions shall apply for the etcs application levels:
	",3.2.1.3a,"in etcs with rbc this restriction on performance shall, if possible be transmitted to the rbc.
",5.2.1.2c,0,0.165732704,NaN,,
13626,13626,"isolation of the etcs trainborne equipment shall disconnect the etcs trainborne equipment from the vehicle braking system.
",4.1.6.6,"the etcs trainborne equipment shall transmit its own train identification to the rbc.
",4.7.1.1,0,0.464874688,0.35416666,0,
16522,16522,"the target distance to be displayed on the dmi shall be based on the most restrictive braking curve.
",4.2.2.2,"the train shall, as a minimum, be supervised to a ceiling speed; the supervised speed shall not be shown on the dmi unless selected by the driver.
",4.2.3.6b,0,0.464869054,0.18333334,0,
37334,37334,"the driver shall be able to use the reversing function without needing to re-confirm the train data.
",4.9.10.5,"the driver shall know the distance to the next point defining the indicated braking curve and the permitted speed allowed. this shall be shown to the driver in a way that is understandable and logical.
",4.3.6.4,0,0.464669857,0.27083334,0,
5503,5503,"the dmi shall indicate the result of the self-test.
",4.1.1.4c,"operation of the train trip shall be indicated on the dmi.
",4.6.12.2,0,0.46464668,0.20833333,0,
28459,28459,"when the train passes the stop signal, the train trip function shall be suppressed.
",4.5.2.3,"it shall be possible to command a conditional emergency stop. if the train has already passed the location for the emergency stop the command shall be ignored
",4.6.4.1c,0,0.464610281,0.27380952,0,
1763,1763,"the driver shall acknowledge the level transitions, if requested from trackside. if the driver does not acknowledge after the transition the brake shall be applied. if the driver acknowledges afterwards, the brake can be released
",3.2.1.5,"the on board shall be capable of sending train data to the trackside after confirmation by the driver, or when entering the rbc area
",4.9.9.1,0,0.464567616,0.21538462,0,
15747,15747,"the trackside shall be able to send information for the calculation of speed profiles.
",4.1.1.4a,"when the train is stationary or after a certain time (e.g. the time for ""route releasing"" of the overlap, the release speed calculation shall be based on the distance to the danger point (if calculated on-board). the condition for this change shall be defined for each target as infrastructure data.
",4.3.3.3,0,0.463861958,0.2451923,0,
8899,8899,"to prevent unauthorised use of the function permission shall be obtained from the rbc if the train is operating under the control of the rbc.
",4.1.3.2c,"the driver shall be able to use the reversing function without needing to re-confirm the train data.
",4.9.10.5,0,0.463824538,0.275,0,
35823,35823,"the on board shall be capable of sending train data to the trackside after confirmation by the driver, or when entering the rbc area
",4.9.9.1,"the driver shall be able to use the reversing function without needing to re-confirm the train data.
",4.9.10.5,0,0.463765262,0.35384616,0,
7241,7241,the entry of driver identification and the selection of the language shall be possible.,4.1.2.14a,"the driver shall know the distance to the next point defining the indicated braking curve and the permitted speed allowed. this shall be shown to the driver in a way that is understandable and logical.
",4.3.6.4,0,0.463723195,0.1984127,0,
5850,5850,"the driver shall be able to select train data entry on the dmi.
",4.1.2.2,"on lines fitted with rbc, the etcs trainborne equipment shall be able to transmit the location of the entire train to the rbc.
",4.3.4.2,0,0.463661652,0.3125,0,
3867,3867,"the current operational status shall be indicated to the driver on the dmi
",3.9.1.6,"when the train is stationary or after a certain time (e.g. the time for ""route releasing"" of the overlap, the release speed calculation shall be based on the distance to the danger point (if calculated on-board). the condition for this change shall be defined for each target as infrastructure data.
",4.3.3.3,0,0.463349247,0.09065934,0,
21767,21767,"on lines fitted with rbc, the etcs trainborne equipment shall be able to transmit the location of the entire train to the rbc.
",4.3.4.2,"the driver shall be able to use the reversing function without needing to re-confirm the train data.
",4.9.10.5,0,0.463099094,0.275,0,
10240,10240,"it shall be possible to apply the train trip function, if the shunting movement passes a signal showing ""danger for shunting"".
",4.1.3.6,"when the train passes the stop signal, the train trip function shall be suppressed.
",4.5.2.3,0,0.463010824,0.5833333,0,
13827,13827,"the etcs trainborne equipment shall be capable of receiving information from the national train control systems by means of the stm.
",4.1.7.1,"the etcs on-board shall be capable of receiving information about pantograph and power supply from the trackside.
",4.8.1.1,0,0.462837655,0.44230768,0,
1627,1627,"the driver shall acknowledge the level transitions, if requested from trackside. if the driver does not acknowledge after the transition the brake shall be applied. if the driver acknowledges afterwards, the brake can be released
",3.2.1.5,"to prevent unauthorised use of the function permission shall be obtained from the rbc if the train is operating under the control of the rbc.
",4.1.3.2c,0,0.462348314,0.075,0,
22685,22685,"the driver shall know the distance to the next point defining the indicated braking curve and the permitted speed allowed. this shall be shown to the driver in a way that is understandable and logical.
",4.3.6.4,"the driver shall have the possibility to select the language, this does not concern non pre-defined texts sent from the trackside.
",4.3.6.6,0,0.462112786,0.06623932,0,
24714,24714,"the roll away/reverse movement intervention shall be indicated on the dmi.
",4.3.9.1c,"on demand, the position of the front end of the train at the time of the demand shall be indicated on the dmi. this shall be possible while the train is moving or stationary.
",4.7.3.2,0,0.46169484,0.32967034,0,
3802,3802,"the current operational status shall be indicated to the driver on the dmi
",3.9.1.6,"if the onboard fails to contact the rbc when awakening the driver shall be asked to enter the rbc contact details
",4.1.2.17,0,0.461477842,0.22619048,0,
17779,17779,"the train shall, as a minimum, be supervised to a ceiling speed; the supervised speed shall not be shown on the dmi unless selected by the driver.
",4.2.3.6b,"operation of the train trip shall be indicated on the dmi.
",4.6.12.2,0,0.461313774,0.375,0,
21146,21146,"when the train is stationary or after a certain time (e.g. the time for ""route releasing"" of the overlap, the release speed calculation shall be based on the distance to the danger point (if calculated on-board). the condition for this change shall be defined for each target as infrastructure data.
",4.3.3.3,"after the acknowledgement the driver shall be able to continue the movement
",4.6.12.5a,0,0.461123157,0.102564104,0,
22734,22734,"the driver shall know the distance to the next point defining the indicated braking curve and the permitted speed allowed. this shall be shown to the driver in a way that is understandable and logical.
",4.3.6.4,"on demand, the position of the front end of the train at the time of the demand shall be indicated on the dmi. this shall be possible while the train is moving or stationary.
",4.7.3.2,0,0.461053291,0.19871795,0,
4125,4125,"the etcs on-board shall be capable of receiving national values from the trackside to adapt to national requirements
",3.10.1.1,"the etcs on-board shall be capable of receiving information about pantograph and power supply from the trackside.
",4.8.1.1,0,0.460651716,0.6,0,
1624,1624,"the driver shall acknowledge the level transitions, if requested from trackside. if the driver does not acknowledge after the transition the brake shall be applied. if the driver acknowledges afterwards, the brake can be released
",3.2.1.5,"if the onboard fails to contact the rbc when awakening the driver shall be asked to enter the rbc contact details
",4.1.2.17,0,0.460310129,0.15,0,
17801,17801,"the train shall, as a minimum, be supervised to a ceiling speed; the supervised speed shall not be shown on the dmi unless selected by the driver.
",4.2.3.6b,"the on board shall be capable of sending train data to the trackside after confirmation by the driver, or when entering the rbc area
",4.9.9.1,0,0.460269725,0.24038461,0,
31240,31240,"when a traction unit passes a stop-signal the emergency brake shall be triggered.
",4.6.12.1,"the emergency brake shall be applied until the traction unit is stationary.
",4.6.12.3,0,0.46026091,0.5902778,0,
8231,8231,"if the onboard fails to contact the rbc when awakening the driver shall be asked to enter the rbc contact details
",4.1.2.17,"the driver shall know the distance to the next point defining the indicated braking curve and the permitted speed allowed. this shall be shown to the driver in a way that is understandable and logical.
",4.3.6.4,0,0.459552801,0.1388889,0,
,35977,"
	the following train data shall be sent from the on board to the trackside:
	",4.9.9.2,"when the train passes the stop signal, the train trip function shall be suppressed.
",4.5.2.3,0,0.459195925,0.18803419,0,
6478,6478,the driver shall be able to consult train data when the train is stationary or moving.,4.1.2.9,"when the train passes the stop signal, the train trip function shall be suppressed.
",4.5.2.3,0,0.459182141,0.31666666,0,
9023,9023,"permission received shall be indicated to the driver.
",4.1.3.2d,"the driver shall know the distance to the next point defining the indicated braking curve and the permitted speed allowed. this shall be shown to the driver in a way that is understandable and logical.
",4.3.6.4,0,0.45908739,0.38333333,0,
23912,23912,"the driver shall be able to release an etcs emergency brake application when stationary.
",4.3.7.4b,"the driver shall be able to override the function when the train is stationary.
",4.6.4.2,0,0.459078465,0.5277778,0,
18908,18908,"the etcs trainborne equipment calculates the static train speed profile on the basis of infrastructure data and train data.
",4.3.1.4a,"when changing to a higher speed level the rear end of the train shall respect the static train speed profile.
",4.3.2.2b,0,0.459023176,0.36363637,0,
5845,5845,"the driver shall be able to select train data entry on the dmi.
",4.1.2.2,"the release speed shall be indicated on the dmi.
",4.3.3.2c,0,0.458856181,0.325,0,
11826,11826,"this ceiling speed shall not be shown continually on the dmi but may be shown momentarily when selected by the driver.
",4.1.4.4c,"a special indication shall be shown on the dmi.
",4.5.2.5a,0,0.458604829,0.43636364,0,
1762,1762,"the driver shall acknowledge the level transitions, if requested from trackside. if the driver does not acknowledge after the transition the brake shall be applied. if the driver acknowledges afterwards, the brake can be released
",3.2.1.5,"the driver shall be able to confirm the train integrity to the rbc manually. the confirmation requires the train to be stationary.
",4.9.5.4,0,0.458177609,0.15757576,0,
8854,8854,"to prevent unauthorised use of the function permission shall be obtained from the rbc if the train is operating under the control of the rbc.
",4.1.3.2c,"when the train passes the stop signal, the train trip function shall be suppressed.
",4.5.2.3,0,0.457862961,0.29166666,0,
4137,4137,"the etcs on-board shall be capable of receiving national values from the trackside to adapt to national requirements
",3.10.1.1,"the etcs on-board shall be capable of sending to the trackside train integrity information detected by a system outside etcs
",4.9.5.1,0,0.457659683,0.36666667,0,
11232,11232,"partial supervision shall be indicated on the dmi.
",4.1.4.3,"a special indication shall be shown on the dmi.
",4.5.2.5a,0,0.457624162,0.4,0,
14772,14772,"the ceiling speed value for the unfitted operation is determined by the lower value out of
",4.1.8.4,"if decided by a national value, the driver may release the etcs emergency brake when the actual speed is below the permitted speed.
",4.3.7.4c,0,0.457476254,0.3028846,0,
29846,29846,"it shall be possible to command a conditional emergency stop. if the train has already passed the location for the emergency stop the command shall be ignored
",4.6.4.1c,"when a train has received an emergency stop etcs shall command the emergency brake.
",4.6.4.7,0,0.457051722,0.4563492,0,
20345,20345,"where failure to apply the full service brake is detected the emergency brake shall stop the train in rear of the danger point.
",4.3.2.7,"the emergency stop shall be indicated to the driver on the dmi.
",4.6.4.8,0,0.457003672,0.11904762,0,
5831,5831,"the driver shall be able to select train data entry on the dmi.
",4.1.2.2,"the target distance shall not be shown on the dmi unless selected by the driver.
",4.2.3.6c,0,0.456649691,0.375,0,
31450,31450,"operation of the train trip shall be indicated on the dmi.
",4.6.12.2,"when the plain text message appears on the dmi, the driver shall be alerted.
",4.8.8.3,0,0.456633861,0.2777778,0,
6919,6919,"stored train data shall be offered to the driver to be confirmed when data entry starts.
",4.1.2.11,"the driver shall be able to use the reversing function without needing to re-confirm the train data.
",4.9.10.5,0,0.45627269,0.4,0,
32448,32448,"the etcs trainborne equipment shall transmit its own train identification to the rbc.
",4.7.1.1,"the driver shall be able to confirm the train integrity to the rbc manually. the confirmation requires the train to be stationary.
",4.9.5.4,0,0.455895555,0.2159091,0,
20358,20358,"where failure to apply the full service brake is detected the emergency brake shall stop the train in rear of the danger point.
",4.3.2.7,"on demand, the position of the front end of the train at the time of the demand shall be indicated on the dmi. this shall be possible while the train is moving or stationary.
",4.7.3.2,0,0.455882775,0.14835165,0,
19520,19520,"when changing to a lower speed level, the front end of the train shall respect the dynamic train speed profile.
",4.3.2.2a,"if the train or the shunting movement exceeds the permitted ceiling speed by a certain harmonised margin, the trainborne equipment shall execute a brake intervention until the actual speed does not exceed permitted speed; then the driver shall be able to release the brake
",4.3.7.3,0,0.455757486,0.13257575,0,
1609,1609,"the driver shall acknowledge the level transitions, if requested from trackside. if the driver does not acknowledge after the transition the brake shall be applied. if the driver acknowledges afterwards, the brake can be released
",3.2.1.5,"the test shall require no action on the part of the driver.
",4.1.1.4b,0,0.455665742,0.13333334,0,
11284,11284,"partial supervision shall be indicated on the dmi.
",4.1.4.3,"the occurrence of a failure shall be displayed on the dmi.
",5.2.1.2a,0,0.455201846,0.4,0,
17602,17602,"the train shall be supervised according to train speed data available.
",4.2.3.6a,"the driver shall be able to confirm the train integrity to the rbc manually. the confirmation requires the train to be stationary.
",4.9.5.4,0,0.455066529,0.2159091,0,
17925,17925,"the target distance shall not be shown on the dmi unless selected by the driver.
",4.2.3.6c,"when the train is stationary or after a certain time (e.g. the time for ""route releasing"" of the overlap, the release speed calculation shall be based on the distance to the danger point (if calculated on-board). the condition for this change shall be defined for each target as infrastructure data.
",4.3.3.3,0,0.455029403,0.2451923,0,
20703,20703,"the release speed shall be indicated on the dmi.
",4.3.3.2c,"the driver shall know the distance to the next point defining the indicated braking curve and the permitted speed allowed. this shall be shown to the driver in a way that is understandable and logical.
",4.3.6.4,0,0.454902775,0.38333333,0,
9088,9088,"permission received shall be indicated to the driver.
",4.1.3.2d,"the driver shall be able to confirm the train integrity to the rbc manually. the confirmation requires the train to be stationary.
",4.9.5.4,0,0.454849177,0.29090908,0,
13839,13839,"the etcs trainborne equipment shall be capable of receiving information from the national train control systems by means of the stm.
",4.1.7.1,"the etcs on-board shall be capable of sending to the trackside train integrity information detected by a system outside etcs
",4.9.5.1,0,0.454683721,0.40064102,0,
1598,1598,"the driver shall acknowledge the level transitions, if requested from trackside. if the driver does not acknowledge after the transition the brake shall be applied. if the driver acknowledges afterwards, the brake can be released
",3.2.1.5,"in case the transition has to be acknowledged and the driver fails to acknowledge as required, the etcs shall initiate a brake application
",3.9.1.2e,0,0.453857642,0.35897437,0,
5791,5791,"the driver shall be able to select train data entry on the dmi.
",4.1.2.2,"the supervised shunting speed shall be indicated to the driver on request.
",4.1.3.5b,0,0.453634564,0.26785713,0,
18175,18175,"on request of the rbc, the driver shall have the possibility to confirm that the track ahead of him until the end of the on sight section is clear
",4.2.3.6d,"operation of the train trip shall be indicated on the dmi.
",4.6.12.2,0,0.453462111,0,0,
39038,39038,"the occurrence of a failure shall be displayed on the dmi.
",5.2.1.2a,the entry of driver identification and the selection of the language shall be possible.,4.1.2.14a,0,0.453371864,0.2857143,0,
21147,21147,"when the train is stationary or after a certain time (e.g. the time for ""route releasing"" of the overlap, the release speed calculation shall be based on the distance to the danger point (if calculated on-board). the condition for this change shall be defined for each target as infrastructure data.
",4.3.3.3,"after the acknowledgement the train shall be able to be driven backwards for a certain distance defined by national value
",4.6.12.5b,0,0.453352492,0.32342657,0,
8255,8255,"if the onboard fails to contact the rbc when awakening the driver shall be asked to enter the rbc contact details
",4.1.2.17,"the driver shall enter the driver id
",4.4.2.5,0,0.453351305,0.41666666,0,
23724,23724,"if the train or the shunting movement exceeds the permitted ceiling speed by a certain harmonised margin, the trainborne equipment shall execute a brake intervention until the actual speed does not exceed permitted speed; then the driver shall be able to release the brake
",4.3.7.3,"on demand, the position of the front end of the train at the time of the demand shall be indicated on the dmi. this shall be possible while the train is moving or stationary.
",4.7.3.2,0,0.453295094,0.118589744,0,
18125,18125,"on request of the rbc, the driver shall have the possibility to confirm that the track ahead of him until the end of the on sight section is clear
",4.2.3.6d,"the etcs trainborne equipment shall be able to determine the location of the entire train.
",4.3.4.1,0,0.453164018,0,0,
6819,6819,"stored train data shall be offered to the driver to be confirmed when data entry starts.
",4.1.2.11,"the train shall be supervised according to train speed data available.
",4.2.3.6a,0,0.453040891,0.3375,0,
22485,22485,"the indication provided shall enable the driver to drive at the permitted speed without receiving a warning and without intervention of etcs.
",4.3.6.3,"the driver shall know the distance to the next point defining the indicated braking curve and the permitted speed allowed. this shall be shown to the driver in a way that is understandable and logical.
",4.3.6.4,0,0.453030608,0.21969697,0,
17999,17999,"the target distance shall not be shown on the dmi unless selected by the driver.
",4.2.3.6c,"the on board shall be capable of sending train data to the trackside after confirmation by the driver, or when entering the rbc area
",4.9.9.1,0,0.452907279,0.20192307,0,
,35873,"
	the following train data shall be sent from the on board to the trackside:
	",4.9.9.2,"the following data may be entered manually by the driver or from train memory:
",4.1.2.16,0,0.45281224,0.20192307,0,
4737,4737,"if the on-board has no valid national values for the current location, default values shall be used by the onboard equipment.
",3.10.1.1,"the new target location shall be checked for acceptance by the on board.
",4.9.10.3,0,0.452566005,0.22619048,0,
33257,33257,"the etcs trainborne equipment shall indicate on the dmi the information regarding pantograph and power supply.
",4.8.1.5a,"if there are failures of the trainborne equipment which compromise the safety of train supervision, the etcs trainborne equipment shall immediately command the brake and bring the train to a stop.
",5.2.1.1,0,0.4520935,0.25,0,
14558,14558,"the on board shall supervise the train against a ceiling speed
",4.1.8.3,"if the release speed is calculated on board it shall ensure that the train will stop before reaching the danger point
",4.3.3.2d,0,0.452000501,0.43636364,0,
15923,15923,"if track data at least to the location where the relevant movement authority ends are not available on-board, the movement authority shall be rejected.
",4.1.1.4b,"together with the movement authority, the on board shall be able to receive one or more time-out(s) for certain sections of the movement authority, and shorten the movement authority accordingly when a time out expires.
",4.2.2.3,0,0.451810244,0.17894737,0,
34030,34030,"when the plain text message appears on the dmi, the driver shall be alerted.
",4.8.8.3,"information shall be shown on the dmi
",4.8.10.2,0,0.451732896,0.3611111,0,
17957,17957,"the target distance shall not be shown on the dmi unless selected by the driver.
",4.2.3.6c,"the driver shall enter the driver id
",4.4.2.5,0,0.450972926,0.22916667,0,
24078,24078,"if decided by a national value, the driver may release the etcs emergency brake when the actual speed is below the permitted speed.
",4.3.7.4c,"the trainborne equipment shall apply the emergency brake after a distance, defined by a national value, is travelled by the train.
",4.3.9.1b,0,0.45078107,0.40064102,0,
1170,1170,"it shall be possible to implement one or more of the etcs application levels on a line.
",3.2.1.3b,"
	the following train data shall be sent from the on board to the trackside:
	",4.9.9.2,0,0.261409165,NaN,,
11602,11602,"the train shall have the capability of being supervised to a ceiling speed.
",4.1.4.4b,"if the train or the shunting movement exceeds the permitted ceiling speed by a certain harmonised margin, the trainborne equipment shall execute a brake intervention until the actual speed does not exceed permitted speed; then the driver shall be able to release the brake
",4.3.7.3,0,0.450681458,0.2767857,0,
38814,38814,"if there are failures of the trainborne equipment which compromise the safety of train supervision, the etcs trainborne equipment shall immediately command the brake and bring the train to a stop.
",5.2.1.1,"the etcs trainborne equipment shall be capable of supervising the following operational states:
	",3.9.1.1,0,0.450587503,0.15555556,0,
13572,13572,"isolation of the etcs trainborne equipment shall disconnect the etcs trainborne equipment from the vehicle braking system.
",4.1.6.6,"on lines fitted with rbc, the etcs trainborne equipment shall be able to transmit the location of the entire train to the rbc.
",4.3.4.2,0,0.450481462,0.29166666,0,
11556,11556,"the train shall have the capability of being supervised to a ceiling speed.
",4.1.4.4b,"the on board shall supervise the train against a ceiling speed
",4.1.8.3,0,0.450268145,0.51428574,0,
,35842,"
	the following train data shall be sent from the on board to the trackside:
	",4.9.9.2,"the driver shall acknowledge the level transitions, if requested from trackside. if the driver does not acknowledge after the transition the brake shall be applied. if the driver acknowledges afterwards, the brake can be released
",3.2.1.5,0,0.450216308,0.071794875,0,
24726,24726,"the roll away/reverse movement intervention shall be indicated on the dmi.
",4.3.9.1c,"information shall be shown on the dmi
",4.8.10.2,0,0.450113002,0.39285713,0,
16547,16547,"the target distance to be displayed on the dmi shall be based on the most restrictive braking curve.
",4.2.2.2,"the driver shall know the distance to the next point defining the indicated braking curve and the permitted speed allowed. this shall be shown to the driver in a way that is understandable and logical.
",4.3.6.4,0,0.449877059,0.31111112,0,
23917,23917,"the driver shall be able to release an etcs emergency brake application when stationary.
",4.3.7.4b,"when the traction unit is stationary the driver shall be required to acknowledge the train trip condition. this acknowledgement will release the emergency brake.
",4.6.12.4,0,0.449478667,0.56875,0,
3129,3129,"in case the transition has to be acknowledged and the driver fails to acknowledge as required, the etcs shall initiate a brake application
",3.9.1.2e,"when the traction unit is stationary the driver shall be required to acknowledge the train trip condition. this acknowledgement will release the emergency brake.
",4.6.12.4,0,0.449166879,0.34855768,0,
11170,11170,"partial supervision shall be indicated on the dmi.
",4.1.4.3,"the target distance to be displayed on the dmi shall be based on the most restrictive braking curve.
",4.2.2.2,0,0.448970688,0.3,0,
23739,23739,"if the train or the shunting movement exceeds the permitted ceiling speed by a certain harmonised margin, the trainborne equipment shall execute a brake intervention until the actual speed does not exceed permitted speed; then the driver shall be able to release the brake
",4.3.7.3,"the on board shall be capable of sending train data to the trackside after confirmation by the driver, or when entering the rbc area
",4.9.9.1,0,0.448951826,0.17788461,0,
3880,3880,"the current operational status shall be indicated to the driver on the dmi
",3.9.1.6,"if the train or the shunting movement exceeds the permitted ceiling speed by a certain harmonised margin, the trainborne equipment shall execute a brake intervention until the actual speed does not exceed permitted speed; then the driver shall be able to release the brake
",4.3.7.3,0,0.448853361,0.1845238,0,
1704,1704,"the driver shall acknowledge the level transitions, if requested from trackside. if the driver does not acknowledge after the transition the brake shall be applied. if the driver acknowledges afterwards, the brake can be released
",3.2.1.5,"if decided by a national value, the driver may release the etcs emergency brake when the actual speed is below the permitted speed.
",4.3.7.4c,0,0.448820023,0.14358975,0,
6373,6373,the driver shall be able to consult train data when the train is stationary or moving.,4.1.2.9,"following successful completion of train data entry, the driver shall be able to perform shunting movements or train movements.",4.1.2.15,0,0.448794789,0.45833334,0,
5516,5516,"the dmi shall indicate the result of the self-test.
",4.1.1.4c,"when the plain text message appears on the dmi, the driver shall be alerted.
",4.8.8.3,0,0.448778396,0.18055555,0,
5344,5344,"the test shall require no action on the part of the driver.
",4.1.1.4b,"the occurrence of a failure shall be displayed on the dmi.
",5.2.1.2a,0,0.448576906,0,0,
28489,28489,"when the train passes the stop signal, the train trip function shall be suppressed.
",4.5.2.3,"the on board shall be capable of sending train data to the trackside after confirmation by the driver, or when entering the rbc area
",4.9.9.1,0,0.448408222,0.2820513,0,
16612,16612,"the target distance to be displayed on the dmi shall be based on the most restrictive braking curve.
",4.2.2.2,"the driver shall be able to confirm the train integrity to the rbc manually. the confirmation requires the train to be stationary.
",4.9.5.4,0,0.448392445,0.095454544,0,
9037,9037,"permission received shall be indicated to the driver.
",4.1.3.2d,"all data entered, received or indicated to the driver shall be recorded onboard. all data shall be related to utc (universal time corrected) and a reference point.
",4.3.10.2,0,0.448025004,0.53333336,0,
11571,11571,"the train shall have the capability of being supervised to a ceiling speed.
",4.1.4.4b,"the train shall be supervised according to train speed data available.
",4.2.3.6a,0,0.447885473,0.4017857,0,
21698,21698,"on lines fitted with rbc, the etcs trainborne equipment shall be able to transmit the location of the entire train to the rbc.
",4.3.4.2,"if the train or the shunting movement exceeds the permitted ceiling speed by a certain harmonised margin, the trainborne equipment shall execute a brake intervention until the actual speed does not exceed permitted speed; then the driver shall be able to release the brake
",4.3.7.3,0,0.447829626,0.3125,0,
,35866,"
	the following train data shall be sent from the on board to the trackside:
	",4.9.9.2,the driver shall be able to consult train data when the train is stationary or moving.,4.1.2.9,0,0.44760103,0.17692308,0,
2679,2679,"if, as a result of an automatic transition, except for transitions to and from national operation (stm), the responsibility for the driver increases, the etcs shall seek an acknowledgement from the driver, whether the train is stationary or not.
",3.9.1.2c,"when the train is stationary or after a certain time (e.g. the time for ""route releasing"" of the overlap, the release speed calculation shall be based on the distance to the danger point (if calculated on-board). the condition for this change shall be defined for each target as infrastructure data.
",4.3.3.3,0,0.447596802,0.14592761,0,
2728,2728,"if, as a result of an automatic transition, except for transitions to and from national operation (stm), the responsibility for the driver increases, the etcs shall seek an acknowledgement from the driver, whether the train is stationary or not.
",3.9.1.2c,"the driver shall be able to override the function when the train is stationary.
",4.6.4.2,0,0.44737299,0.3398693,0,
5779,5779,"the driver shall be able to select train data entry on the dmi.
",4.1.2.2,"following successful completion of train data entry, the driver shall be able to perform shunting movements or train movements.",4.1.2.15,0,0.447354208,0.625,0,
20497,20497,"the release speed shall be calculated on board, based on either:
",4.3.3.1,"when the train is stationary or after a certain time (e.g. the time for ""route releasing"" of the overlap, the release speed calculation shall be based on the distance to the danger point (if calculated on-board). the condition for this change shall be defined for each target as infrastructure data.
",4.3.3.3,0,0.447325113,0.51282054,0,
22687,22687,"the driver shall know the distance to the next point defining the indicated braking curve and the permitted speed allowed. this shall be shown to the driver in a way that is understandable and logical.
",4.3.6.4,"within the braking curve area, a warning shall be given to the driver to enable him to react and avoid intervention from etcs equipment at least 5 sec. before the intervention.
",4.3.7.2,0,0.446988584,0.2361111,0,
38983,38983,"if there are failures of the trainborne equipment which compromise the safety of train supervision, the etcs trainborne equipment shall immediately command the brake and bring the train to a stop.
",5.2.1.1,"the driver shall be able to confirm the train integrity to the rbc manually. the confirmation requires the train to be stationary.
",4.9.5.4,0,0.446817274,0.14545454,0,
